Song Name,Artist Name,Release Date,Genres,Tracks,Popularity,Album Name,Album Type,Song Duration (ms)
Desi Girl,Sunidhi Chauhan,2008-10-08,"filmi, modern bollywood","Jaane Kyun, Desi Girl, Maa Da Laadla, Shut Up & Bounce, Khabar Nahi, Kuch Kam",63,Dostana (Original Motion Picture Soundtrack),single,306986
Chor Bazaari,Sunidhi Chauhan,2009-07-31,"filmi, modern bollywood","Ajj Din Chadheya, Dooriyan, Chor Bazaari, Twist, Aahun Aahun, Aahun Aahun - Remix, Main Kya Hoon, Thoda Thoda Pyar, Twist - Remix, Chor Bazaari - Remix",63,Love Aaj Kal (Original Motion Picture Soundtrack),album,257440
Sajde,Sunidhi Chauhan,2010-06-21,"filmi, modern bollywood","Nana Chi Taang, Sajde, Bull Shit, Aila Re Aila, Nana Chi Taang (Remix), Sajde (Remix), Aila Re Aila (Remix), Sajde",62,Khatta Meetha,album,305583
Ainvayi Ainvayi,Sunidhi Chauhan,2010-03-11,"filmi, modern bollywood","Ainvayi Ainvayi, Tarkeebein, Aadha Ishq, Dum Dum, Mitra, Baari Barsi, Band Baaja Baaraat (Theme), Ainvayi Ainvayi (Dilli Club Mix), Dum Dum (Sufi Mix)",62,Band Baaja Baaraat,album,267624
Bin Tere,Sunidhi Chauhan,2010-05-25,"filmi, modern bollywood","Jab Mila Tu, Bin Tere, I Hate Luv Storys, Bahara, Sadka, Bin Tere - Reprise, Bahara - Chill Version, Bin Tere - Remix by DJ Kiran",62,I Hate Luv Storys (Original Motion Picture Soundtrack),album,330360
Tera Hone Laga Hoon,Atif Aslam,2023-04-20,"classic pakistani pop, filmi, modern bollywood, sufi","Tera Hone Laga Hoon, Tu Jaane Na, Pehli Nazar Mein, Main Rang Sharbaton Ka, Be Intehaan, Tere Liye, Bakhuda Tumhi Ho, Tere Bin",70,Best of Romance: Atif Aslam & Pritam,compilation,299827
Dil Diyan Gallan,Atif Aslam,2021-02-13,"classic pakistani pop, filmi, modern bollywood, sufi","Dil Diyan Gallan, Tujh Mein Rab Dikhta Hai, Ishq Hua, Bol Na Halke Halke, Gulabi, Chand Sifarish, Jag Ghoomeya, Tere Liye, Khuda Jaane, Humko Humise Chura Lo",70,YRF Top 10 - Falling in Love,album,260536
Jeena Jeena,Atif Aslam,2014-12-09,"classic pakistani pop, filmi, modern bollywood, sufi","Jee Karda, Jeena Jeena, Jee Karda - Rock Version, Judaai, Jeena Jeena - Remix, Badla Badla, Sone ka Paani, Badlapur Mashup",73,Badlapur (Original Motion Picture Soundtrack),album,228969
O Saathi,Atif Aslam,2018-03-09,"classic pakistani pop, filmi, modern bollywood, sufi",O Saathi,72,"O Saathi (From ""Baaghi 2"")",single,251818
Tu Jaane Na,Atif Aslam,2023-04-20,"classic pakistani pop, filmi, modern bollywood, sufi","Tera Hone Laga Hoon, Tu Jaane Na, Pehli Nazar Mein, Main Rang Sharbaton Ka, Be Intehaan, Tere Liye, Bakhuda Tumhi Ho, Tere Bin",67,Best of Romance: Atif Aslam & Pritam,compilation,341933
Pehli Nazar Mein,Atif Aslam,2023-04-20,"classic pakistani pop, filmi, modern bollywood, sufi","Tera Hone Laga Hoon, Tu Jaane Na, Pehli Nazar Mein, Main Rang Sharbaton Ka, Be Intehaan, Tere Liye, Bakhuda Tumhi Ho, Tere Bin",65,Best of Romance: Atif Aslam & Pritam,compilation,312892
Main Rang Sharbaton Ka,Atif Aslam,2023-04-20,"classic pakistani pop, filmi, modern bollywood, sufi","Tera Hone Laga Hoon, Tu Jaane Na, Pehli Nazar Mein, Main Rang Sharbaton Ka, Be Intehaan, Tere Liye, Bakhuda Tumhi Ho, Tere Bin",67,Best of Romance: Atif Aslam & Pritam,compilation,263152
Pehli Dafa,Atif Aslam,2017-01-06,"classic pakistani pop, filmi, modern bollywood, sufi",Pehli Dafa,70,Pehli Dafa,single,298771
Tere Sang Yaara,Atif Aslam,2016-07-15,"classic pakistani pop, filmi, modern bollywood, sufi","Tere Sang Yaara, Dhal Jaun Main by Arijit Singh, Rustom Vahi, Tay Hai, Dekha Hazaro Dafaa, Dhal Jaun Main, Jab Tum Hote Ho, Rustom Vahi Theme, Rustom Vahi - Marathi, Rustom Vahi - Male, Tere Bin Yaara - Reprise",70,Rustom (Original Motion Picture Soundtrack),compilation,286380
Paniyon Sa,Atif Aslam,2018-07-12,"classic pakistani pop, filmi, modern bollywood, sufi",Paniyon Sa,68,"Paniyon Sa (From ""Satyameva Jayate"")",single,236239
Kishore Kumar Speaks And O Mere Dil Ke Chain (Film - Mere Jeevan Saathi),Kishore Kumar,2023-07-12,"classic bollywood, filmi","Ek Ladki Bheegi Bhagi Si, Yeh Raaten Yeh Mausam, Roop Tera Mastana, Sama Hai Suhana Suhana, Sunja Aa Thandi Hawa, Ab Ke Sawan Mein Jee Dare, Bheegi Bheegi Raaton Mein, Jalta Hai Jiya Mera, Rimjhim Gire Sawan, Mausam Bheega Bheega, Pyar Diwana Hota Hai, Yeh Jo Mohabbat Hai(Kati Patang), Tere Chehre Se Nazar Nahin, Mere Sapnon Ki Rani, Kishore Kumar Speaks And O Mere Dil Ke Chain (Film - Mere Jeevan Saathi)",58,"Baarishein, Chai Aur Kishore",album,274038
"Pal Pal Dil Ke Paas - From ""Blackmail""",Kishore Kumar,2012-01-01,"classic bollywood, filmi","Pyar Manga Hai Tumhi Se - From ""College Girl"", Dil Kya Kare - From ""Julie"", Koi Roko Na - From ""Priyatama"", Dilbar Mere - From ""Satte Pe Satta"", Aise Na Mujhe - From ""Darling Darling"", Koi Haseena - From ""Sholay"", Pal Pal Dil Ke Paas - From ""Blackmail"", Chhu Kar Mere Manko - From ""Yaarana"", Saagar Jaisi Aankhonwali - From ""Saagar"", Jahan Teri Yeh Nazar Hai - From ""Kaalia"", Churi Nahin Yeh Mera Dil Hai - From ""Gambler"", Agar Saaz Chheda - From ""Jawani Diwani"", Tera Saath Hai Kitna Pyara - From ""Janbaaz"", Hum Bewafa Hargiz Na Thay - From ""Shalimar"", Naa Koi Dil Mein Samaya - From ""Aa Gale Lag Jaa"", Chalte Chalte (Part - II) - Chalte Chalte / Soundtrack Version",60,Audiobiography - Kishore Kumar,album,328160
Neele Neele Ambar Par - Male Version,Kishore Kumar,1983-06-10,"classic bollywood, filmi","Neele Neele Ambar Par - Male Version, Khoye Khoye Rahe Teri, Mera Pyar Mujh Se Rootha, Main Geet Sunane Aaya Hoon, Gori Teri Jawani Pe, Deep Jalaye Jo Geeton Ke, Suraj Mukhi Mukhda Tera, Neele Neele Ambar Par - Female Version",64,Kalaakaar (Original Motion Picture Soundtrack),album,320000
Yeh Sham Mastani,Kishore Kumar,1970-01-01,"classic bollywood, filmi","Dialogues And Na Koi Umang Hai And Dialogues, Yeh Jo Mohabbat Hai And Dialogue, Pyar Diwana Hota Hai And Romantic Dialogue, Aaj Na Choodenge And Dialogue, Mera Naam Hai Shabnam And Romantic Dialogue, Jis Gali Mein Tera Ghar And Dialogue, Na Koi Umang Hai And Dialogue, Pyar Diwana Hota Hai And Sentimental Dialogue, Yeh Sham Mastani And Dialogue, Yeh Jo Mohabbat Hai, Jis Gali Mein Tera Ghar, Yeh Sham Mastani, Aaj Na Chhodenge, Mera Naam Hai Shabnam - Asha Bhosle, Na Koi Umang Hai, Pyar Diwana Hota Hai",64,Kati Patang,album,276855
Ek Ajnabee Haseena Se,Kishore Kumar,1974-09-18,"classic bollywood, filmi","Bheegi Bheegi Raaton Mein, Satrah Baras Ki Chhokariyan, Ek Ajnabee Haseena Se, Hum Dono Do Premi",62,Ajanabee,single,266145
"Saagar Jaisi Aankhonwali - From ""Saagar""",Kishore Kumar,2012-01-01,"classic bollywood, filmi","Pyar Manga Hai Tumhi Se - From ""College Girl"", Dil Kya Kare - From ""Julie"", Koi Roko Na - From ""Priyatama"", Dilbar Mere - From ""Satte Pe Satta"", Aise Na Mujhe - From ""Darling Darling"", Koi Haseena - From ""Sholay"", Pal Pal Dil Ke Paas - From ""Blackmail"", Chhu Kar Mere Manko - From ""Yaarana"", Saagar Jaisi Aankhonwali - From ""Saagar"", Jahan Teri Yeh Nazar Hai - From ""Kaalia"", Churi Nahin Yeh Mera Dil Hai - From ""Gambler"", Agar Saaz Chheda - From ""Jawani Diwani"", Tera Saath Hai Kitna Pyara - From ""Janbaaz"", Hum Bewafa Hargiz Na Thay - From ""Shalimar"", Naa Koi Dil Mein Samaya - From ""Aa Gale Lag Jaa"", Chalte Chalte (Part - II) - Chalte Chalte / Soundtrack Version",58,Audiobiography - Kishore Kumar,album,302146
Mere Mehboob Qayamat Hogi,Kishore Kumar,1964-01-01,"classic bollywood, filmi","Title Music - Mrx In Bombay, Mere Mehboob Qayamat Hogi, Khoobsurat Hasina Jane Ja, Mere Mehboob Qayamat Hogi, Julmi Hamare Sanwariya Ho Ram, Chali Re Chali Re Gori, Ruk Ja Rokta Hai Yeh Diwana, Allah Kare Tu Bhi Aa Jaye",61,Mr. X In Bombay,album,228693
Aap Ki Ankhon Mein Kuch,Kishore Kumar,2022-02-18,"classic bollywood, filmi","Tujhe Dekha To, Bheegi Bheegi Raaton Mein, Tere Bina Zindagi Se, Lag Ja Gale Se Phir, Tum Aa Gaye Ho Noor Aa Gaya, Kora Kagaz Tha Yeh Man Mera, Aap Ki Ankhon Mein Kuch, Ho Gaya Hai Tujhko To Pyar Sajna, Tere Chehre Se Nazar Nahin, Dekha Ek Khwab - II, Are Jane Kaise Kab Kahan Iqrar, Tere Mere Milan Ki Yeh Raina, Mere Khwabon Mein, Ajib Dastan Hai Yeh, Hum Dono Do Premi, Gaata Rahe Mera Dil, Teri Bindiya Re, Ek Pyar Ka Naghma Hai (Happy), Pyar Hua Iqrar Hua, Goom Hai Kisi Ke Pyar Mein",57,Remembering Lata Mangeshkar,album,249173
"Yeh Vaada Raha - From ""Yeh Vaada Raha""",Kishore Kumar,2023-05-18,"classic bollywood, filmi","Pal Pal Dil Ke Paas - From ""Blackmail"", Chhu Kar Mere Manko - From ""Yaarana"", Saagar Jaisi Aankhonwali - From ""Saagar"", Dil Kya Kare - From ""Julie"", Aise Na Mujhe - From ""Darling Darling"", Chalte Chalte - Part 1 / From ""Chalte Chalte"", Jahan Teri Yeh Nazar Hai - From ""Kaalia"", Kitne Bhi Tu Karle Sitam - From ""Sanam Teri Kasam"", Tere Jaisa Yaar Kahan - From ""Yaarana"", Pyar Manga Hai Tumhi Se - From ""College Girl"", Kiska Rasta Dekhe - From ""Joshila"", Janu Meri Jaan - From ""Shaan"", Dilbar Mere - From ""Satte Pe Satta"", Yeh Vaada Raha - From ""Yeh Vaada Raha"", Kehdoon Tumhen - From ""Deewaar"", Yeh Dosti Hum Nahin - Happy Version / From ""Sholay"", Pyar Hamen Kis Mod Pe - From ""Satte Pe Satta"", Wada Karo - From ""Aa Gale Lag Jaa"", Kasme Vaade Nibhayenge Hum - Part I - From ""Kasme Vaade"", Tera Mujhse - From ""Aa Gale Lag Jaa""",52,Kishore Kumar Most Loved Hits 2023,album,407293
"Chhu Kar Mere Manko - From ""Yaarana""",Kishore Kumar,2012-01-01,"classic bollywood, filmi","Pyar Manga Hai Tumhi Se - From ""College Girl"", Dil Kya Kare - From ""Julie"", Koi Roko Na - From ""Priyatama"", Dilbar Mere - From ""Satte Pe Satta"", Aise Na Mujhe - From ""Darling Darling"", Koi Haseena - From ""Sholay"", Pal Pal Dil Ke Paas - From ""Blackmail"", Chhu Kar Mere Manko - From ""Yaarana"", Saagar Jaisi Aankhonwali - From ""Saagar"", Jahan Teri Yeh Nazar Hai - From ""Kaalia"", Churi Nahin Yeh Mera Dil Hai - From ""Gambler"", Agar Saaz Chheda - From ""Jawani Diwani"", Tera Saath Hai Kitna Pyara - From ""Janbaaz"", Hum Bewafa Hargiz Na Thay - From ""Shalimar"", Naa Koi Dil Mein Samaya - From ""Aa Gale Lag Jaa"", Chalte Chalte (Part - II) - Chalte Chalte / Soundtrack Version",55,Audiobiography - Kishore Kumar,album,252520
"Dil Ko Karaar Aaya (From ""Sukoon"")",Neha Kakkar,2020-07-31,"filmi, modern bollywood","Dil Ko Karaar Aaya (From ""Sukoon"")",69,"Dil Ko Karaar Aaya (From ""Sukoon"")",single,231486
"Tu Hi Yaar Mera (From ""Pati Patni Aur Woh"")",Neha Kakkar,2019-12-02,"filmi, modern bollywood","Tu Hi Yaar Mera (From ""Pati Patni Aur Woh"")",68,"Tu Hi Yaar Mera (From ""Pati Patni Aur Woh"")",single,200991
Kar Gayi Chull,Neha Kakkar,2017-12-15,"filmi, modern bollywood","Mercy, The Humma Song, Dj Waley Babu (feat. Aastha Gill), Kar Gayi Chull, Let's Nacho, Proper Patola (feat. Badshah), Saturday Saturday, The Breakup Song, Baaki Baatein Peene Baad (Shots) (feat. Badshah), Vroom Vroom (feat. Badshah), Take Your Sandals Off (feat. Badshah), Garrari Pitbull Te (feat. Badshah), I Wanna Be Free (feat. Major Lazer), Let It Go (feat. Andrea Jeremiah) - Romantic, Gym (feat. Badshah)",63,The Badshah of Party Hits,compilation,187710
"Dilbar (From ""Satyameva Jayate"")",Neha Kakkar,2018-07-04,"filmi, modern bollywood","Dilbar (From ""Satyameva Jayate"")",66,"Dilbar (From ""Satyameva Jayate"")",single,184432
"O Saki Saki (From ""Batla House"")",Neha Kakkar,2019-08-16,"filmi, modern bollywood","Enni Soni (From ""Saaho""), Sheher Ki Ladki (From ""Khandaani Shafakhana""), O Saki Saki (From ""Batla House""), Tera Ban Jaunga (From ""Kabir Singh""), Wajah Tum Ho (From ""Wajah Tum Ho""), Paniyon Sa (From ""Satyameva Jayate""), Nachange Saari Raat (From ""Junooniyat"") (feat. Neeraj Shridhar, Tulsi Kumar), Raat Kamaal Hai (From ""Raat Kamaal Hai""), Dil Mein Chhupa Loonga (From ""Wajah Tum Ho"") (feat. Armaan Malik, Tulsi Kumar), Tu Laung Main Elaachi (From ""Luka Chuppi""), Saiyaan Superstar (From ""Ek Paheli Leela""), Pee Loon (From ""Once Upon A Time In Mumbaai""), Mainu Ishq Da Lagya Rog (From ""Mainu Ishq Da Lagya Rog""), Ik Yaad Purani (From ""Ik Yaad Purani""), Mere Humsafar (From ""All Is Well""), Soch Na Sake (From ""Airlift""), Tose Naina-Tum Jo Aaye (From ""T-Series Mixtape""), Tere Jaisa (From ""Satyameva Jayate""), Hum Mar Jayenge (From ""Aashiqui 2""), Piya Aaye Na (From ""Aashiqui 2"")",57,Mesmeric Voice - Tulsi Kumar,album,191089
Kala Chashma,Neha Kakkar,2019-06-06,"filmi, modern bollywood","Mile Ho Tum - Reprise, Kala Chashma, The Hook Up Song, Bhangra Ta Sajda (No One Gives A Damn!), Manali Trance, Mehbooba, Aao Raja, Naina - Neha Kakkar Version, Daaru Peeke Dance, Dum Maro Dum Maro, Aiyyashian, Maro Line, Tension Wali Raat",55,The Neha Kakkar Collection,album,187006
"Main Tera Boyfriend (From ""Raabta"")",Neha Kakkar,2019-05-22,"filmi, modern bollywood","Galti Se Mistake (From ""Jagga Jasoos""), Main Tera Boyfriend (From ""Raabta""), Palat - Tera Hero Idhar Hai (From ""Main Tera Hero""), Chal Wahan Jaate Hain (From ""Chal Wahan Jaate Hain""), Shanivaar Raati (From ""Main Tera Hero""), Sooraj Dooba Hain (From ""Roy""), Ishq Mubarak (From ""Tum Bin 2""), Ullu Ka Pattha (From ""Jagga Jasoos""), Kashmir Main Tu Kanyakumari (From ""Chennai Express""), Ilahi (From ""Yeh Jawaani Hai Deewani""), Subah Subah (From ""Sonu Ke Titu Ki Sweety""), Dil Cheez Tujhe Dedi (From ""Airlift""), Raat Bhar (From ""Heropanti""), Mast Magan (From ""2 States"")",57,Groove With Arijit Singh,album,276153
"Gali Gali (From ""Kgf Chapter 1"")",Neha Kakkar,2018-12-13,"filmi, modern bollywood","Gali Gali (From ""Kgf Chapter 1"")",64,"Gali Gali (From ""Kgf Chapter 1"")",single,174711
"Coca Cola (From ""Luka Chuppi"")",Neha Kakkar,2019-02-04,"filmi, modern bollywood","Coca Cola (From ""Luka Chuppi"")",63,"Coca Cola (From ""Luka Chuppi"")",single,179225
"Sunny Sunny (From ""Yaariyan"")",Neha Kakkar,2018-03-12,"filmi, modern bollywood","Dil Chori (From ""Sonu Ke Titu Ki Sweety""), Dheere Dheere (From ""Dheere Dheere""), Blue Eyes (From ""Blue Eyes""), Chhote Chhote Peg (From ""Sonu Ke Titu Ki Sweety""), Sunny Sunny (From ""Yaariyan""), Aata Majhi Satakli (From ""Singham Returns""), Yaar Naa Miley (From ""Kick""), High Heels Te Nachche (From ""Ki &amp; Ka"") (feat. Jaz Dhami, Aditi Singh Sharma), One Bottle Down (From ""One Bottle Down""), Abcd -Yaariyan (From ""Yaariyan""), Boss (From ""Boss""), Lungi Dance (From ""Lungi Dance""), Desi Kalakaar (From ""Desi Kalakaar""), Chaar Botal Vodka (From ""Ragini Mms 2""), Gal Ban Gayi (From ""Gal Ban Gayi"") (feat. Sukhbir, Neha Kakkar, Yo Yo Honey Singh), Fugly (From ""Fugly""), Love Dose (From ""Desi Kalakaar""), Party All Night (From ""Boss""), Party With The Bhoothnath (From ""Bhoothnath Returns""), Issey Kehte Hain Hip Hop (From ""Issey Kehte Hain Hip Hop"")",56,Yo Yo Honey Singh Is Back,compilation,243319
Mere Khwabon Mein,Lata Mangeshkar,2021-10-26,"classic bollywood, filmi, lata","Lag Ja Gale Se Phir, Bahon Mein Chale Aao, Dil Deewana, Sun Sahiba Sun, Mere Khwabon Mein, Maye Ni Maye, Aaja Piya Tohe Pyar Doon, Ye Samaa Samaa Hai Pyar Ka, Aap Ki Nazron Ne Samjha, Mera Saaya Saath Hoga, Ajib Dastan Hai Yeh, Ab To Hai Tumse Har Khushi Apni, Rangeela Re, Maine Kaha Phoolon Se, Tune O Rangeele, Lo Chali Main, Piya Tose Naina Laage Re, Tere Bina Jiya Jaye Naa, Ab Ke Sajan Sawan Mein, Na Jane Kyon Hota Hai",58,Lata Surili Phuljhadi,album,256440
Aankhein Khuli,Lata Mangeshkar,2000-08-27,"classic bollywood, filmi, lata","Humko Humise Chura Lo, Chalte Chalte, Pairon Mein Bandhan Hai, Aankhein Khuli, Soni Soni, Chalte Chalte (Part-2), Zinda Rehti Hain Unki Mohabbatein, Mohabbatein Love Themes (Instrumental), Rhythms Of Mohabbatein (Instrumental)",63,Mohabbatein,album,422713
Luka Chuppi,Lata Mangeshkar,2005-12-04,"classic bollywood, filmi, lata","Ik Onkar, Rang De Basanti, Masti Ki Paathshala, Tu Bin Bataye, Khalbali, Khoon Chala, Paathshala - Be a Rebel, Luka Chuppi, Lalkaar, Roobaroo",63,Rang De Basanti (Original Motion Picture Soundtrack),album,396506
Tere Liye,Lata Mangeshkar,2004-09-18,"classic bollywood, filmi, lata","Tere Liye, Main Yahaan Hoon, Aisa Des Hai Mera, Yeh Hum Aa Gaye Hain Kahaan, Do Pal, Kyon Hawa, Hum To Bhai Jaise Hain, Aaya Tere Dar Par, Lodi, Tum Paas Aa Rahe Ho, Jaane Kyon",62,Veer - Zaara,album,331676
Lag Ja Gale Se Phir,Lata Mangeshkar,2021-10-26,"classic bollywood, filmi, lata","Lag Ja Gale Se Phir, Bahon Mein Chale Aao, Dil Deewana, Sun Sahiba Sun, Mere Khwabon Mein, Maye Ni Maye, Aaja Piya Tohe Pyar Doon, Ye Samaa Samaa Hai Pyar Ka, Aap Ki Nazron Ne Samjha, Mera Saaya Saath Hoga, Ajib Dastan Hai Yeh, Ab To Hai Tumse Har Khushi Apni, Rangeela Re, Maine Kaha Phoolon Se, Tune O Rangeele, Lo Chali Main, Piya Tose Naina Laage Re, Tere Bina Jiya Jaye Naa, Ab Ke Sajan Sawan Mein, Na Jane Kyon Hota Hai",56,Lata Surili Phuljhadi,album,257613
Aap Ki Ankhon Mein Kuch,Lata Mangeshkar,2022-02-18,"classic bollywood, filmi, lata","Tujhe Dekha To, Bheegi Bheegi Raaton Mein, Tere Bina Zindagi Se, Lag Ja Gale Se Phir, Tum Aa Gaye Ho Noor Aa Gaya, Kora Kagaz Tha Yeh Man Mera, Aap Ki Ankhon Mein Kuch, Ho Gaya Hai Tujhko To Pyar Sajna, Tere Chehre Se Nazar Nahin, Dekha Ek Khwab - II, Are Jane Kaise Kab Kahan Iqrar, Tere Mere Milan Ki Yeh Raina, Mere Khwabon Mein, Ajib Dastan Hai Yeh, Hum Dono Do Premi, Gaata Rahe Mera Dil, Teri Bindiya Re, Ek Pyar Ka Naghma Hai (Happy), Pyar Hua Iqrar Hua, Goom Hai Kisi Ke Pyar Mein",57,Remembering Lata Mangeshkar,album,249173
Dil To Pagal Hai,Lata Mangeshkar,1997-08-27,"classic bollywood, filmi, lata","Dil To Pagal Hai, Are Re Are, Bholi Si Surat, Dholna, The Dance Of Envy (Instrumental), Pyar Kar, Koi Ladki Hai, Ek Duje Ke Vaaste, Le Gayi, Are Re Are (Part-2)",61,Dil To Pagal Hai,album,336117
Tujhe Dekha To,Lata Mangeshkar,2022-02-18,"classic bollywood, filmi, lata","Tujhe Dekha To, Bheegi Bheegi Raaton Mein, Tere Bina Zindagi Se, Lag Ja Gale Se Phir, Tum Aa Gaye Ho Noor Aa Gaya, Kora Kagaz Tha Yeh Man Mera, Aap Ki Ankhon Mein Kuch, Ho Gaya Hai Tujhko To Pyar Sajna, Tere Chehre Se Nazar Nahin, Dekha Ek Khwab - II, Are Jane Kaise Kab Kahan Iqrar, Tere Mere Milan Ki Yeh Raina, Mere Khwabon Mein, Ajib Dastan Hai Yeh, Hum Dono Do Premi, Gaata Rahe Mera Dil, Teri Bindiya Re, Ek Pyar Ka Naghma Hai (Happy), Pyar Hua Iqrar Hua, Goom Hai Kisi Ke Pyar Mein",53,Remembering Lata Mangeshkar,album,302093
Ajib Dastan Hai Yeh,Lata Mangeshkar,2021-10-26,"classic bollywood, filmi, lata","Lag Ja Gale Se Phir, Bahon Mein Chale Aao, Dil Deewana, Sun Sahiba Sun, Mere Khwabon Mein, Maye Ni Maye, Aaja Piya Tohe Pyar Doon, Ye Samaa Samaa Hai Pyar Ka, Aap Ki Nazron Ne Samjha, Mera Saaya Saath Hoga, Ajib Dastan Hai Yeh, Ab To Hai Tumse Har Khushi Apni, Rangeela Re, Maine Kaha Phoolon Se, Tune O Rangeele, Lo Chali Main, Piya Tose Naina Laage Re, Tere Bina Jiya Jaye Naa, Ab Ke Sajan Sawan Mein, Na Jane Kyon Hota Hai",56,Lata Surili Phuljhadi,album,315613
Ho Gaya Hai Tujhko To Pyar Sajna,Lata Mangeshkar,2022-02-18,"classic bollywood, filmi, lata","Tujhe Dekha To, Bheegi Bheegi Raaton Mein, Tere Bina Zindagi Se, Lag Ja Gale Se Phir, Tum Aa Gaye Ho Noor Aa Gaya, Kora Kagaz Tha Yeh Man Mera, Aap Ki Ankhon Mein Kuch, Ho Gaya Hai Tujhko To Pyar Sajna, Tere Chehre Se Nazar Nahin, Dekha Ek Khwab - II, Are Jane Kaise Kab Kahan Iqrar, Tere Mere Milan Ki Yeh Raina, Mere Khwabon Mein, Ajib Dastan Hai Yeh, Hum Dono Do Premi, Gaata Rahe Mera Dil, Teri Bindiya Re, Ek Pyar Ka Naghma Hai (Happy), Pyar Hua Iqrar Hua, Goom Hai Kisi Ke Pyar Mein",53,Remembering Lata Mangeshkar,album,347680
"Sapne Mein (From ""Satya"")",Asha Bhosle,2016-07-01,"chutney, classic bollywood, filmi","Sajan Aa Jao (From ""Aag Hi Aag""), Ek Tamanna Jivan Ki (From ""Aankhen""), Kitaben Bahut Si (From ""Baazigar""), Agar Zindagi Ho (From ""Balmaa""), Bansuriya Ab Yehi Pukare (From ""Balmaa""), Mere Khayal Se Tum (From ""Balmaa""), Thamba Re Thamba (From ""Hathyar""), Jeene Ke Bahane Lakhon Hain (From ""Khoon Bhari Maang""), Kuchh Ho Gaya Kya Ho Gaya (From ""Kishen Kanhaiya""), Kambakth Ishq (From ""Pyaar Tune Kya Kiya""), Purab Se Chali (From ""Saajan Ki Baahon Mein""), Chehra Kya Dekhte Ho (From ""Salaami""), Sapne Mein (From ""Satya""), Chhoti Si Hai Baat (From ""Kaash""), Dil Diya (From ""Aar Ya Paar""), Pankhida O Pankhida (From ""Agneekaal""), Sochna Kya (From ""Ghayal""), Marne Ke Dar Se Mere Dil (From ""Jurm""), Dekha Teri Mast Nigahon Mein (From ""Khiladi""), Main Haseena Gazab Ki (From ""Khoon Bhari Maang"")",56,Suron Ki Mallika - Asha Bhosle,album,323693
